snapshot_date,product_id,warehouse_id,stock_qty,reorder_point,stockout_flag,snapshot_granularity
09/06/2025,P001,W03,2652.0,490,False,weekly
2025-06-16,P001,W03,2478.0,490,False,weekly
2025-06-23,P001,W03,2555.0,490,False,weekly
"June 30, 2025",P001,W03,2531.0,490,False,weekly
2025-07-07,P001,W03,2920.0,490,False,weekly
"July 14, 2025",P001,W03,2734.0,490,False,weekly
"July 21, 2025",P001,W03,3047.0,490,False,weekly
2025-07-28,P001,W03,2854.0,490,False,weekly
04/08/2025,P001,W03,3151.0,490,False,weekly
2025-08-11,P001,W03,3331.0,490,False,weekly
18/08/2025,P001,W03,3669.0,490,False,weekly
25/08/2025,P001,W03,3475.0,490,False,weekly
"September 1, 2025",P001,W03,3576.0,490,False,weekly
"September 8, 2025",P001,W03,3749.0,490,False,weekly
2025-09-15,P001,W03,4075.0,490,False,weekly
"September 22, 2025",P001,W03,3896.0,490,False,weekly
2025-09-29,P001,W03,4129.0,490,False,weekly
2025-10-06,P001,W03,4392.0,490,False,weekly
2025-10-13,P001,W03,4661.0,490,False,weekly
20/10/2025,P001,W03,4857.0,490,False,weekly
"October 27, 2025",P001,W03,4655.0,490,False,weekly
03/11/2025,P001,W03,4684.0,490,False,weekly
"November 10, 2025",P001,W03,4483.0,490,False,weekly
17/11/2025,P001,W03,5070.0,490,False,weekly
24/11/2025,P001,W03,4874.0,490,False,weekly
"December 1, 2025",P001,W03,5179.0,490,False,weekly
2025-12-08,P001,W03,5223.0,490,False,weekly
15/12/2025,P001,W03,5024.0,490,False,weekly
"December 22, 2025",P001,W03,5168.0,490,False,weekly
29/12/2025,P001,W03,5484.0,490,False,weekly
01/01/2024,P002,W01,845.0,362,False,weekly
"January 8, 2024",P002,W01,691.0,362,False,weekly
2024-01-15,P002,W01,553.0,362,False,weekly
22/01/2024,P002,W01,389.0,362,False,weekly
"January 29, 2024",P002,W01,262.0,362,False,weekly
2024-02-05,P002,W01,97.0,362,False,weekly
2024-02-12,P002,W01,0.0,362,True,weekly
19/02/2024,P002,W01,0.0,362,True,weekly
26/02/2024,P002,W01,0.0,362,True,weekly
"March 4, 2024",P002,W01,0.0,362,True,weekly
2024-03-11,P002,W01,0.0,362,True,weekly
18/03/2024,P002,W01,0.0,362,True,weekly
"March 25, 2024",P002,W01,0.0,362,True,weekly
"April 1, 2024",P002,W01,0.0,362,True,weekly
2024-04-08,P002,W01,0.0,362,True,weekly
2024-04-15,P002,W01,0.0,362,True,weekly
22/04/2024,P002,W01,0.0,362,True,weekly
29/04/2024,P002,W01,0.0,362,True,weekly
06/05/2024,P002,W01,0.0,362,True,weekly
2024-05-13,P002,W01,0.0,362,True,weekly
20/05/2024,P002,W01,0.0,362,True,weekly
27/05/2024,P002,W01,0.0,362,True,weekly
"June 3, 2024",P002,W01,0.0,362,True,weekly
2024-06-10,P002,W01,0.0,362,True,weekly
17/06/2024,P002,W01,0.0,362,True,weekly
2024-06-24,P002,W01,0.0,362,True,weekly
2024-07-01,P002,W01,0.0,362,True,weekly
08/07/2024,P002,W01,0.0,362,True,weekly
2024-07-15,P002,W01,0.0,362,True,weekly
2024-07-22,P002,W01,0.0,362,True,weekly
"July 29, 2024",P002,W01,0.0,362,True,weekly
"August 5, 2024",P002,W01,0.0,362,True,weekly
2024-08-12,P002,W01,0.0,362,True,weekly
2024-08-19,P002,W01,0.0,362,True,weekly
26/08/2024,P002,W01,0.0,362,True,weekly
02/09/2024,P002,W01,0.0,362,True,weekly
09/09/2024,P002,W01,0.0,362,True,weekly
"September 16, 2024",P002,W01,0.0,362,True,weekly
23/09/2024,P002,W01,0.0,362,True,weekly
30/09/2024,P002,W01,,362,True,weekly
07/10/2024,P002,W01,0.0,362,True,weekly
2024-10-14,P002,W01,0.0,362,True,weekly
21/10/2024,P002,W01,0.0,362,True,weekly
"October 28, 2024",P002,W01,0.0,362,True,weekly
04/11/2024,P002,W01,0.0,362,True,weekly
11/11/2024,P002,W01,0.0,362,True,weekly
2024-11-18,P002,W01,0.0,362,True,weekly
2024-11-25,P002,W01,0.0,362,True,weekly
02/12/2024,P002,W01,0.0,362,True,weekly
09/12/2024,P002,W01,0.0,362,True,weekly
16/12/2024,P002,W01,0.0,362,True,weekly
"December 23, 2024",P002,W01,0.0,362,True,weekly
2024-12-30,P002,W01,0.0,362,True,weekly
2025-01-06,P002,W01,0.0,362,True,weekly
2025-01-13,P002,W01,0.0,362,True,weekly
2025-01-20,P002,W01,0.0,362,True,weekly
"January 27, 2025",P002,W01,0.0,362,True,weekly
2025-02-03,P002,W01,402.0,362,False,weekly
10/02/2025,P002,W01,612.0,362,False,weekly
17/02/2025,P002,W01,408.0,362,False,weekly
"February 24, 2025",P002,W01,489.0,362,False,weekly
"March 3, 2025",P002,W01,540.0,362,False,weekly
10/03/2025,P002,W01,335.0,362,False,weekly
"March 17, 2025",P002,W01,676.0,362,False,weekly
"March 24, 2025",P002,W01,577.0,362,False,weekly
"March 31, 2025",P002,W01,616.0,362,False,weekly
07/04/2025,P002,W01,850.0,362,False,weekly
2025-04-14,P002,W01,639.0,362,False,weekly
2025-04-21,P002,W01,909.0,362,False,weekly
2025-04-28,P002,W01,1043.0,362,False,weekly
05/05/2025,P002,W01,843.0,362,False,weekly
12/05/2025,P002,W01,663.0,362,False,weekly
"May 19, 2025",P002,W01,1316.0,362,False,weekly
"May 26, 2025",P002,W01,1605.0,362,False,weekly
02/06/2025,P002,W01,1657.0,362,False,weekly
2025-06-09,P002,W01,1848.0,362,False,weekly
"June 16, 2025",P002,W01,1611.0,362,False,weekly
2025-06-23,P002,W01,2034.0,362,False,weekly
"June 30, 2025",P002,W01,2185.0,362,False,weekly
2025-07-07,P002,W01,1929.0,362,False,weekly
"July 14, 2025",P002,W01,2204.0,362,False,weekly
"July 21, 2025",P002,W01,1965.0,362,False,weekly
28/07/2025,P002,W01,2088.0,362,False,weekly
"August 4, 2025",P002,W01,2306.0,362,False,weekly
2025-08-11,P002,W01,2392.0,362,False,weekly
18/08/2025,P002,W01,2147.0,362,False,weekly
25/08/2025,P002,W01,2208.0,362,False,weekly
01/09/2025,P002,W01,2363.0,362,False,weekly
2025-09-08,P002,W01,2147.0,362,False,weekly
15/09/2025,P002,W01,2413.0,362,False,weekly
2025-09-22,P002,W01,2167.0,362,False,weekly
"September 29, 2025",P002,W01,2486.0,362,False,weekly
2025-10-06,P002,W01,2813.0,362,False,weekly
"October 13, 2025",P002,W01,3022.0,362,False,weekly
2025-10-20,P002,W01,2807.0,362,False,weekly
27/10/2025,P002,W01,2840.0,362,False,weekly
2025-11-03,P002,W01,3173.0,362,False,weekly
2025-11-10,P002,W01,2931.0,362,False,weekly
17/11/2025,P002,W01,2675.0,362,False,weekly
"November 24, 2025",P002,W01,2409.0,362,False,weekly
"December 1, 2025",P002,W01,2654.0,362,False,weekly
"December 8, 2025",P002,W01,2789.0,362,False,weekly
15/12/2025,P002,W01,3000.0,362,False,weekly
"December 22, 2025",P002,W01,2751.0,362,False,weekly
2025-12-29,P002,W01,,362,False,weekly
01/01/2024,P002,W02,1530.0,578,False,weekly
08/01/2024,P002,W02,1277.0,578,False,weekly
"January 15, 2024",P002,W02,1043.0,578,False,weekly
"January 22, 2024",P002,W02,794.0,578,False,weekly
2024-01-29,P002,W02,586.0,578,False,weekly
"February 5, 2024",P002,W02,304.0,578,False,weekly
2024-02-12,P002,W02,62.0,578,False,weekly
19/02/2024,P002,W02,0.0,578,True,weekly
"February 26, 2024",P002,W02,0.0,578,True,weekly
2024-03-04,P002,W02,0.0,578,True,weekly
"March 11, 2024",P002,W02,0.0,578,True,weekly
2024-03-18,P002,W02,0.0,578,True,weekly
25/03/2024,P002,W02,0.0,578,True,weekly
01/04/2024,P002,W02,0.0,578,True,weekly
2024-04-08,P002,W02,0.0,578,True,weekly
2024-04-15,P002,W02,0.0,578,True,weekly
2024-04-22,P002,W02,0.0,578,True,weekly
"April 29, 2024",P002,W02,0.0,578,True,weekly
2024-05-06,P002,W02,0.0,578,True,weekly
13/05/2024,P002,W02,0.0,578,True,weekly
2024-05-20,P002,W02,0.0,578,True,weekly
2024-05-27,P002,W02,0.0,578,True,weekly
"June 3, 2024",P002,W02,0.0,578,True,weekly
"June 10, 2024",P002,W02,0.0,578,True,weekly
"June 17, 2024",P002,W02,0.0,578,True,weekly
2024-06-24,P002,W02,0.0,578,True,weekly
01/07/2024,P002,W02,0.0,578,True,weekly
2024-07-08,P002,W02,0.0,578,True,weekly
"July 15, 2024",P002,W02,0.0,578,True,weekly
2024-07-22,P002,W02,0.0,578,True,weekly
2024-07-29,P002,W02,0.0,578,True,weekly
2024-08-05,P002,W02,0.0,578,True,weekly
2024-08-12,P002,W02,0.0,578,True,weekly
19/08/2024,P002,W02,0.0,578,True,weekly
26/08/2024,P002,W02,0.0,578,True,weekly
"September 2, 2024",P002,W02,,578,True,weekly
2024-09-09,P002,W02,0.0,578,True,weekly
16/09/2024,P002,W02,0.0,578,True,weekly
"September 23, 2024",P002,W02,0.0,578,True,weekly
"September 30, 2024",P002,W02,0.0,578,True,weekly
2024-10-07,P002,W02,0.0,578,True,weekly
14/10/2024,P002,W02,0.0,578,True,weekly
"October 21, 2024",P002,W02,0.0,578,True,weekly
2024-10-28,P002,W02,0.0,578,True,weekly
04/11/2024,P002,W02,0.0,578,True,weekly
2024-11-11,P002,W02,0.0,578,True,weekly
18/11/2024,P002,W02,0.0,578,True,weekly
25/11/2024,P002,W02,0.0,578,True,weekly
"December 2, 2024",P002,W02,0.0,578,True,weekly
09/12/2024,P002,W02,0.0,578,True,weekly
16/12/2024,P002,W02,0.0,578,True,weekly
23/12/2024,P002,W02,0.0,578,True,weekly
"December 30, 2024",P002,W02,0.0,578,True,weekly
2025-01-06,P002,W02,0.0,578,True,weekly
"January 13, 2025",P002,W02,0.0,578,True,weekly
2025-01-20,P002,W02,0.0,578,True,weekly
2025-01-27,P002,W02,411.0,578,False,weekly
2025-02-03,P002,W02,456.0,578,False,weekly
"February 10, 2025",P002,W02,652.0,578,False,weekly
"February 17, 2025",P002,W02,310.0,578,False,weekly
24/02/2025,P002,W02,,578,False,weekly
2025-03-03,P002,W02,500.0,578,False,weekly
"March 10, 2025",P002,W02,146.0,578,False,weekly
17/03/2025,P002,W02,376.0,578,False,weekly
"March 24, 2025",P002,W02,340.0,578,False,weekly
2025-03-31,P002,W02,401.0,578,False,weekly
07/04/2025,P002,W02,67.0,578,False,weekly
14/04/2025,P002,W02,321.0,578,False,weekly
2025-04-21,P002,W02,,578,True,weekly
28/04/2025,P002,W02,45.0,578,False,weekly
2025-05-05,P002,W02,279.0,578,False,weekly
"May 12, 2025",P002,W02,73.0,578,False,weekly
2025-05-19,P002,W02,0.0,578,True,weekly
"May 26, 2025",P002,W02,371.0,578,False,weekly
2025-06-02,P002,W02,19.0,578,False,weekly
2025-06-09,P002,W02,206.0,578,False,weekly
2025-06-16,P002,W02,433.0,578,False,weekly
23/06/2025,P002,W02,580.0,578,False,weekly
2025-06-30,P002,W02,742.0,578,False,weekly
2025-07-07,P002,W02,348.0,578,False,weekly
"July 14, 2025",P002,W02,355.0,578,False,weekly
21/07/2025,P002,W02,0.0,578,True,weekly
"July 28, 2025",P002,W02,404.0,578,False,weekly
2025-08-04,P002,W02,73.0,578,False,weekly
"August 11, 2025",P002,W02,473.0,578,False,weekly
18/08/2025,P002,W02,67.0,578,False,weekly
"August 25, 2025",P002,W02,127.0,578,False,weekly
"September 1, 2025",P002,W02,317.0,578,False,weekly
08/09/2025,P002,W02,0.0,578,True,weekly
2025-09-15,P002,W02,113.0,578,False,weekly
22/09/2025,P002,W02,292.0,578,False,weekly
"September 29, 2025",P002,W02,0.0,578,True,weekly
06/10/2025,P002,W02,0.0,578,True,weekly
"October 13, 2025",P002,W02,181.0,578,False,weekly
2025-10-20,P002,W02,287.0,578,False,weekly
27/10/2025,P002,W02,0.0,578,True,weekly
2025-11-03,P002,W02,373.0,578,False,weekly
2025-11-10,P002,W02,0.0,578,True,weekly
17/11/2025,P002,W02,0.0,578,True,weekly
24/11/2025,P002,W02,0.0,578,True,weekly
"December 1, 2025",P002,W02,14.0,578,False,weekly
2025-12-08,P002,W02,213.0,578,False,weekly
15/12/2025,P002,W02,51.0,578,False,weekly
"December 22, 2025",P002,W02,317.0,578,False,weekly
2025-12-29,P002,W02,0.0,578,True,weekly
"January 1, 2024",P002,W03,1100.0,465,False,weekly
"January 8, 2024",P002,W03,919.0,465,False,weekly
2024-01-15,P002,W03,722.0,465,False,weekly
2024-01-22,P002,W03,523.0,465,False,weekly
2024-01-29,P002,W03,357.0,465,False,weekly
"February 5, 2024",P002,W03,132.0,465,False,weekly
12/02/2024,P002,W03,0.0,465,True,weekly
19/02/2024,P002,W03,0.0,465,True,weekly
"February 26, 2024",P002,W03,0.0,465,True,weekly
2024-03-04,P002,W03,0.0,465,True,weekly
11/03/2024,P002,W03,0.0,465,True,weekly
18/03/2024,P002,W03,0.0,465,True,weekly
